,CTS,PNID,NAME,VAL
4387,2021-12-10 07:03:01 IST+0530,256782425,CHARGE_STATE,46.6
4388,2021-12-10 06:36:20 IST+0530,256782425,IGN_CYL,ON
4389,2021-12-10 06:36:22 IST+0530,256782425,CHARGE_STATE,54.9
4390,2021-12-10 06:36:33 IST+0530,256782425,IGN_CYL,OFF
4391,2021-12-10 02:34:21 IST+0530,256832791,IGN_CYL,ON
4392,2021-12-10 02:34:24 IST+0530,256832791,CHARGE_STATE,54.1
4393,2021-12-10 02:36:12 IST+0530,206958332,IGN_CYL,ON
4394,2021-12-10 02:36:13 IST+0530,206958332,CHARGE_STATE,69.8
4395,2021-12-10 03:12:57 IST+0530,207925262,EV_CHARGE_STATE,Active
4396,2021-12-10 03:12:36 IST+0530,270129825,IGN_CYL,ON
4397,2021-12-10 03:12:39 IST+0530,270129825,CHARGE_STATE,83.9
4398,2021-12-10 02:36:12 IST+0530,206958332,IGN_CYL,ON
4399,2021-12-10 02:36:13 IST+0530,206958332,CHARGE_STATE,69.8
4400,2021-12-10 02:50:16 IST+0530,207925262,IGN_CYL,OFF
4401,2021-12-10 02:50:19 IST+0530,207925262,CHARGE_STATE,61.9
4402,2021-12-10 02:32:39 IST+0530,207925262,IGN_CYL,ON
4403,2021-12-10 02:32:39 IST+0530,207925262,CHARGE_STATE,63.5
4404,2021-12-10 03:11:23 IST+0530,270768911,IGN_CYL,OFF
4405,2021-12-10 03:11:26 IST+0530,270768911,CHARGE_STATE,61.1
4406,2021-12-10 03:12:06 IST+0530,207925262,EV_CHARGE_STATE,Aborted
4407,2021-12-10 03:12:10 IST+0530,270129825,EV_CHARGE_STATE,Aborted
4408,2021-12-10 03:12:11 IST+0530,270129825,CHARGE_STATE,83.9
4409,2021-12-10 02:33:00 IST+0530,258703729,IGN_CYL,OFF
4410,2021-12-10 03:03:35 IST+0530,256832791,IGN_CYL,OFF
4411,2021-12-10 03:03:41 IST+0530,256832791,CHARGE_STATE,49.8
4412,2021-12-10 03:08:49 IST+0530,207925262,IGN_CYL,ON
4413,2021-12-10 03:08:50 IST+0530,207925262,CHARGE_STATE,61.5
4414,2021-12-10 03:09:15 IST+0530,207925262,IGN_CYL,OFF
4415,2021-12-10 03:09:17 IST+0530,207925262,CHARGE_STATE,61.5
4416,2021-12-10 03:09:32 IST+0530,207925262,IGN_CYL,ON
4417,2021-12-10 03:09:33 IST+0530,207925262,CHARGE_STATE,61.5
4418,2021-12-10 03:09:54 IST+0530,207925262,IGN_CYL,OFF
4419,2021-12-10 03:09:57 IST+0530,207925262,CHARGE_STATE,61.5
4420,2021-12-10 02:54:36 IST+0530,256782425,IGN_CYL,OFF
4421,2021-12-10 02:54:40 IST+0530,256782425,CHARGE_STATE,63.1
4422,2021-12-10 04:21:56 IST+0530,256782425,IGN_CYL,ON
4423,2021-12-10 04:21:58 IST+0530,256782425,CHARGE_STATE,61.5
4424,2021-12-10 03:31:37 IST+0530,206958332,IGN_CYL,OFF
4425,2021-12-10 03:32:11 IST+0530,206958332,EV_CHARGE_STATE,Active
4426,2021-12-10 04:23:40 IST+0530,258703729,IGN_CYL,OFF
4427,2021-12-10 04:23:34 IST+0530,255506821,IGN_CYL,OFF
4428,2021-12-10 04:23:39 IST+0530,255506821,CHARGE_STATE,63.9
4429,2021-12-10 04:05:52 IST+0530,207925262,EV_CHARGE_STATE,Complete
4430,2021-12-10 04:08:48 IST+0530,255506821,IGN_CYL,ON
4431,2021-12-10 04:08:50 IST+0530,255506821,CHARGE_STATE,65.0
4432,2021-12-10 04:09:56 IST+0530,258703729,IGN_CYL,ON
4433,2021-12-10 03:44:36 IST+0530,255506821,IGN_CYL,OFF
4434,2021-12-10 03:44:42 IST+0530,255506821,CHARGE_STATE,65.8
4435,2021-12-10 04:10:35 IST+0530,256782425,IGN_CYL,ON
4436,2021-12-10 04:10:36 IST+0530,256782425,CHARGE_STATE,62.3
4437,2021-12-10 03:31:37 IST+0530,206958332,IGN_CYL,OFF
4438,2021-12-10 03:32:11 IST+0530,206958332,EV_CHARGE_STATE,Active
4439,2021-12-10 04:00:40 IST+0530,270768911,IGN_CYL,OFF
4440,2021-12-10 04:00:45 IST+0530,270768911,CHARGE_STATE,61.1
4441,2021-12-10 04:00:37 IST+0530,270768911,IGN_CYL,ON
4442,2021-12-10 04:00:39 IST+0530,270768911,CHARGE_STATE,61.1
4443,2021-12-10 04:19:08 IST+0530,256782425,IGN_CYL,OFF
4444,2021-12-10 04:19:12 IST+0530,256782425,CHARGE_STATE,61.5
4445,2021-12-10 02:24:54 IST+0530,255506821,IGN_CYL,OFF
4446,2021-12-10 02:24:59 IST+0530,255506821,CHARGE_STATE,68.2
4447,2021-12-10 02:34:38 IST+0530,255506821,IGN_CYL,OFF
4448,2021-12-10 02:37:47 IST+0530,255506821,IGN_CYL,OFF
4449,2021-12-10 02:37:54 IST+0530,255506821,CHARGE_STATE,67.4
4450,2021-12-10 02:40:17 IST+0530,255506821,IGN_CYL,OFF
4451,2021-12-10 02:40:21 IST+0530,255506821,CHARGE_STATE,67.4
4452,2021-12-10 02:33:58 IST+0530,255506821,IGN_CYL,ON
4453,2021-12-10 02:34:01 IST+0530,255506821,CHARGE_STATE,67.4
4454,2021-12-10 02:37:53 IST+0530,255506821,IGN_CYL,ON
4455,2021-12-10 03:32:36 IST+0530,255506821,IGN_CYL,ON
4456,2021-12-10 03:32:39 IST+0530,255506821,CHARGE_STATE,67.4
4457,2021-12-11 22:43:34 IST+0530,256832791,IGN_CYL,ON
4458,2021-12-11 22:43:36 IST+0530,256832791,CHARGE_STATE,77.6
4459,2021-12-11 22:35:06 IST+0530,256832791,IGN_CYL,OFF
4460,2021-12-11 22:35:10 IST+0530,256832791,CHARGE_STATE,77.6
4461,2021-12-11 22:28:44 IST+0530,256832791,IGN_CYL,OFF
4462,2021-12-11 22:28:50 IST+0530,256832791,CHARGE_STATE,78.0
4463,2021-12-11 22:28:46 IST+0530,256832791,EV_CHARGE_STATE,Active
4464,2021-12-11 22:29:05 IST+0530,256832791,EV_CHARGE_STATE,Aborted
4465,2021-12-11 22:29:09 IST+0530,256832791,CHARGE_STATE,78.4
4466,2021-12-11 22:29:34 IST+0530,256832791,IGN_CYL,ON
4467,2021-12-11 22:29:36 IST+0530,256832791,CHARGE_STATE,78.4
4468,2021-12-11 21:54:30 IST+0530,207925484,IGN_CYL,OFF
4469,2021-12-11 21:54:35 IST+0530,207925484,CHARGE_STATE,59.2
4470,2021-12-11 22:12:35 IST+0530,256832791,IGN_CYL,ON
4471,2021-12-11 22:12:39 IST+0530,256832791,CHARGE_STATE,67.8
4472,2021-12-11 22:12:32 IST+0530,256832791,EV_CHARGE_STATE,Active
4473,2021-12-11 22:12:35 IST+0530,256832791,CHARGE_STATE,67.8
4474,2021-12-18 23:29:10 IST+0530,256832791,IGN_CYL,OFF
4475,2021-12-18 23:29:15 IST+0530,256832791,CHARGE_STATE,65.8
4476,2021-12-18 23:29:30 IST+0530,256832791,EV_CHARGE_STATE,Active
4477,2021-12-18 23:29:33 IST+0530,256832791,CHARGE_STATE,65.8
4478,2021-12-17 07:41:20 IST+0530,265888189,IGN_CYL,OFF
4479,2021-12-17 07:41:24 IST+0530,265888189,CHARGE_STATE,69.0
4480,2021-12-17 07:54:37 IST+0530,265888189,IGN_CYL,OFF
4481,2021-12-17 07:54:41 IST+0530,265888189,CHARGE_STATE,68.6
4482,2021-12-17 23:22:32 IST+0530,265888189,IGN_CYL,OFF
4483,2021-12-17 23:22:38 IST+0530,265888189,CHARGE_STATE,67.8
4484,2021-12-18 01:17:28 IST+0530,265888189,IGN_CYL,OFF
4485,2021-12-18 01:17:33 IST+0530,265888189,CHARGE_STATE,65.0
4486,2021-12-19 00:17:43 IST+0530,265888189,IGN_CYL,OFF
4487,2021-12-19 00:17:49 IST+0530,265888189,CHARGE_STATE,81.5
4488,2021-12-18 05:48:34 IST+0530,265888189,EV_CHARGE_STATE,Aborted
4489,2021-12-18 05:48:35 IST+0530,265888189,CHARGE_STATE,94.9
4490,2021-12-17 07:03:28 IST+0530,265888189,IGN_CYL,ON
4491,2021-12-17 07:03:30 IST+0530,265888189,CHARGE_STATE,70.9
4492,2021-12-17 07:52:22 IST+0530,265888189,IGN_CYL,ON
4493,2021-12-17 07:52:24 IST+0530,265888189,CHARGE_STATE,68.2
4494,2021-12-17 23:09:10 IST+0530,265888189,IGN_CYL,ON
4495,2021-12-17 23:09:12 IST+0530,265888189,CHARGE_STATE,69.4
4496,2021-12-18 01:05:02 IST+0530,265888189,IGN_CYL,ON
4497,2021-12-18 01:05:04 IST+0530,265888189,CHARGE_STATE,68.2
4498,2021-12-18 23:08:51 IST+0530,265888189,IGN_CYL,ON
4499,2021-12-18 23:08:54 IST+0530,265888189,CHARGE_STATE,92.9
4500,2021-12-18 01:19:42 IST+0530,265888189,EV_CHARGE_STATE,Active
4501,2021-12-17 07:41:20 IST+0530,265888189,IGN_CYL,OFF
4502,2021-12-17 07:41:24 IST+0530,265888189,CHARGE_STATE,69.0
4503,2021-12-17 07:54:37 IST+0530,265888189,IGN_CYL,OFF
4504,2021-12-17 07:54:41 IST+0530,265888189,CHARGE_STATE,68.6
4505,2021-12-17 23:22:32 IST+0530,265888189,IGN_CYL,OFF
4506,2021-12-17 23:22:38 IST+0530,265888189,CHARGE_STATE,67.8
4507,2021-12-18 01:17:28 IST+0530,265888189,IGN_CYL,OFF
4508,2021-12-18 01:17:33 IST+0530,265888189,CHARGE_STATE,65.0
4509,2021-12-19 00:17:43 IST+0530,265888189,IGN_CYL,OFF
4510,2021-12-19 00:17:49 IST+0530,265888189,CHARGE_STATE,81.5
4511,2021-12-18 05:48:34 IST+0530,265888189,EV_CHARGE_STATE,Aborted
4512,2021-12-18 05:48:35 IST+0530,265888189,CHARGE_STATE,94.9
4513,2021-12-17 07:03:28 IST+0530,265888189,IGN_CYL,ON
4514,2021-12-17 07:03:30 IST+0530,265888189,CHARGE_STATE,70.9
4515,2021-12-17 07:52:22 IST+0530,265888189,IGN_CYL,ON
4516,2021-12-17 07:52:24 IST+0530,265888189,CHARGE_STATE,68.2
4517,2021-12-17 23:09:10 IST+0530,265888189,IGN_CYL,ON
4518,2021-12-17 23:09:12 IST+0530,265888189,CHARGE_STATE,69.4
4519,2021-12-18 01:05:02 IST+0530,265888189,IGN_CYL,ON
4520,2021-12-18 01:05:04 IST+0530,265888189,CHARGE_STATE,68.2
4521,2021-12-18 23:08:51 IST+0530,265888189,IGN_CYL,ON
4522,2021-12-18 23:08:54 IST+0530,265888189,CHARGE_STATE,92.9
4523,2021-12-18 01:19:42 IST+0530,265888189,EV_CHARGE_STATE,Active
4524,2021-12-19 00:10:58 IST+0530,256832791,EV_CHARGE_STATE,Aborted
4525,2021-12-19 00:12:27 IST+0530,256832791,IGN_CYL,ON
4526,2021-12-19 00:12:29 IST+0530,256832791,CHARGE_STATE,87.0
4527,2021-12-19 00:16:48 IST+0530,256832791,IGN_CYL,OFF
4528,2021-12-19 00:16:53 IST+0530,256832791,CHARGE_STATE,87.0
4529,2021-12-18 23:48:41 IST+0530,255506821,IGN_CYL,OFF
4530,2021-12-18 23:48:45 IST+0530,255506821,CHARGE_STATE,54.5
4531,2021-12-19 00:21:38 IST+0530,255506821,IGN_CYL,ON
4532,2021-12-19 00:21:40 IST+0530,255506821,CHARGE_STATE,54.1
4533,2021-12-19 00:50:09 IST+0530,258703729,EV_CHARGE_STATE,Aborted
4534,2021-12-19 00:50:09 IST+0530,258703729,IGN_CYL,ON
4535,2021-12-19 00:54:06 IST+0530,258703729,IGN_CYL,OFF
4536,2021-12-19 00:56:43 IST+0530,258703729,IGN_CYL,ON
4537,2021-12-19 00:42:42 IST+0530,265888189,IGN_CYL,ON
4538,2021-12-19 00:42:44 IST+0530,265888189,CHARGE_STATE,81.1
4539,2021-12-19 00:42:42 IST+0530,265888189,IGN_CYL,ON
4540,2021-12-19 00:42:44 IST+0530,265888189,CHARGE_STATE,81.1
4541,2021-12-19 01:06:14 IST+0530,265888189,IGN_CYL,OFF
4542,2021-12-19 01:06:18 IST+0530,265888189,CHARGE_STATE,74.1
4543,2021-12-19 01:06:14 IST+0530,265888189,IGN_CYL,OFF
4544,2021-12-19 01:06:18 IST+0530,265888189,CHARGE_STATE,74.1
4545,2021-12-19 00:59:46 IST+0530,258703729,IGN_CYL,OFF
4546,2021-12-18 14:23:20 IST+0530,258703729,EV_CHARGE_STATE,Active
4547,2021-12-19 00:46:59 IST+0530,255506821,IGN_CYL,OFF
4548,2021-12-19 00:47:04 IST+0530,255506821,CHARGE_STATE,47.4
4549,2021-12-18 22:50:48 IST+0530,270768911,IGN_CYL,OFF
4550,2021-12-18 22:50:52 IST+0530,270768911,CHARGE_STATE,45.4
4551,2021-12-18 22:47:04 IST+0530,256832791,IGN_CYL,ON
4552,2021-12-18 22:47:06 IST+0530,256832791,CHARGE_STATE,71.3
4553,2021-12-18 23:06:55 IST+0530,256832791,IGN_CYL,ON
4554,2021-12-18 23:06:57 IST+0530,256832791,CHARGE_STATE,69.8
4555,2021-12-18 23:07:14 IST+0530,270768911,IGN_CYL,OFF
4556,2021-12-18 23:07:19 IST+0530,270768911,CHARGE_STATE,36.8
4557,2021-12-18 23:17:38 IST+0530,270768911,IGN_CYL,OFF
4558,2021-12-18 23:17:32 IST+0530,270768911,IGN_CYL,ON
4559,2021-12-18 23:17:33 IST+0530,270768911,CHARGE_STATE,36.8
4560,2021-12-18 23:17:45 IST+0530,270768911,CHARGE_STATE,36.8
4561,2021-12-18 22:32:27 IST+0530,256832791,IGN_CYL,OFF
4562,2021-12-18 22:32:34 IST+0530,256832791,CHARGE_STATE,71.3
4563,2021-12-18 22:44:49 IST+0530,270768911,IGN_CYL,ON
4564,2021-12-18 22:44:51 IST+0530,270768911,CHARGE_STATE,47.0
4565,2021-12-18 23:21:55 IST+0530,256832791,IGN_CYL,OFF
4566,2021-12-18 23:22:01 IST+0530,256832791,CHARGE_STATE,65.8
4567,2021-12-18 22:41:56 IST+0530,255506821,IGN_CYL,OFF
4568,2021-12-18 22:42:03 IST+0530,255506821,CHARGE_STATE,82.7
4569,2021-12-18 22:45:09 IST+0530,255506821,IGN_CYL,ON
4570,2021-12-18 22:45:11 IST+0530,255506821,CHARGE_STATE,81.9
4571,2021-12-18 22:48:20 IST+0530,255506821,IGN_CYL,OFF
4572,2021-12-18 22:48:25 IST+0530,255506821,CHARGE_STATE,81.9
4573,2021-12-18 22:48:38 IST+0530,255506821,IGN_CYL,ON
4574,2021-12-18 23:23:52 IST+0530,256832791,IGN_CYL,OFF
4575,2021-12-18 23:24:00 IST+0530,256832791,CHARGE_STATE,65.8
4576,2021-12-18 23:23:56 IST+0530,256832791,EV_CHARGE_STATE,Aborted
4577,2021-12-18 22:56:13 IST+0530,256832791,IGN_CYL,OFF
4578,2021-12-18 22:56:19 IST+0530,256832791,CHARGE_STATE,69.8
4579,2021-12-18 23:23:15 IST+0530,256832791,IGN_CYL,ON
4580,2021-12-18 23:23:16 IST+0530,256832791,CHARGE_STATE,65.8
4581,2021-12-18 23:23:56 IST+0530,270768911,IGN_CYL,ON
4582,2021-12-18 23:23:57 IST+0530,270768911,CHARGE_STATE,36.4
4583,2021-12-18 23:27:15 IST+0530,256832791,EV_CHARGE_STATE,Aborted
4584,2021-12-18 23:27:22 IST+0530,256832791,IGN_CYL,ON
4585,2021-12-18 23:27:24 IST+0530,256832791,CHARGE_STATE,65.8
4586,2021-12-18 22:53:50 IST+0530,270768911,IGN_CYL,ON
4587,2021-12-18 22:53:52 IST+0530,270768911,CHARGE_STATE,45.0
4588,2021-12-19 01:31:23 IST+0530,265888189,IGN_CYL,ON
4589,2021-12-19 01:31:25 IST+0530,265888189,CHARGE_STATE,74.1
4590,2021-12-19 01:31:23 IST+0530,265888189,IGN_CYL,ON
4591,2021-12-19 01:31:25 IST+0530,265888189,CHARGE_STATE,74.1
4592,2021-12-19 01:47:28 IST+0530,207925262,IGN_CYL,OFF
4593,2021-12-19 01:47:31 IST+0530,207925262,CHARGE_STATE,66.6
4594,2021-12-19 01:58:58 IST+0530,207925262,IGN_CYL,ON
4595,2021-12-19 01:58:59 IST+0530,207925262,CHARGE_STATE,66.6
4596,2021-12-19 01:58:58 IST+0530,207925262,IGN_CYL,ON
4597,2021-12-19 01:58:59 IST+0530,207925262,CHARGE_STATE,66.6
4598,2021-12-19 01:57:10 IST+0530,270768911,IGN_CYL,OFF
4599,2021-12-19 01:57:15 IST+0530,270768911,CHARGE_STATE,36.0
4600,2021-12-19 01:00:04 IST+0530,258703729,EV_CHARGE_STATE,Active
4601,2021-12-19 02:10:40 IST+0530,270768911,EV_CHARGE_STATE,Active
4602,2021-12-19 02:10:41 IST+0530,270768911,CHARGE_STATE,34.9
4603,2021-12-19 01:47:28 IST+0530,207925262,IGN_CYL,OFF
4604,2021-12-19 01:47:31 IST+0530,207925262,CHARGE_STATE,66.6
4605,2021-12-19 02:03:09 IST+0530,258703729,EV_CHARGE_STATE,Aborted
4606,2021-12-19 02:03:14 IST+0530,258703729,CHARGE_STATE,99.6
4607,2021-12-19 02:03:09 IST+0530,258703729,IGN_CYL,ON
4608,2021-12-19 02:03:13 IST+0530,258703729,CHARGE_STATE,99.6
4609,2021-12-19 02:03:07 IST+0530,258703729,EV_CHARGE_STATE,Active
4610,2021-12-19 02:03:10 IST+0530,258703729,CHARGE_STATE,99.6
4611,2021-12-19 02:03:20 IST+0530,258703729,EV_CHARGE_STATE,Active
4612,2021-12-19 01:34:57 IST+0530,265888189,IGN_CYL,OFF
4613,2021-12-19 01:35:03 IST+0530,265888189,CHARGE_STATE,74.1
4614,2021-12-19 01:34:57 IST+0530,265888189,IGN_CYL,OFF
4615,2021-12-19 01:35:03 IST+0530,265888189,CHARGE_STATE,74.1
4616,2021-12-19 02:00:17 IST+0530,207925262,IGN_CYL,OFF
4617,2021-12-19 02:00:19 IST+0530,207925262,CHARGE_STATE,66.6
4618,2021-12-18 23:25:58 IST+0530,270768911,IGN_CYL,OFF
4619,2021-12-18 23:26:04 IST+0530,270768911,CHARGE_STATE,36.4
4620,2021-12-19 01:37:24 IST+0530,270768911,IGN_CYL,ON
4621,2021-12-19 01:37:25 IST+0530,270768911,CHARGE_STATE,38.4
4622,2021-12-19 02:00:17 IST+0530,207925262,IGN_CYL,OFF
4623,2021-12-19 02:00:19 IST+0530,207925262,CHARGE_STATE,66.6
4624,2021-12-19 02:09:37 IST+0530,270768911,IGN_CYL,ON
4625,2021-12-19 02:09:39 IST+0530,270768911,CHARGE_STATE,34.9
4626,2021-12-19 02:10:18 IST+0530,270768911,IGN_CYL,OFF
4627,2021-12-21 07:07:16 IST+0530,207925484,IGN_CYL,ON
4628,2021-12-21 07:07:18 IST+0530,207925484,CHARGE_STATE,67.0
4629,2021-12-21 07:10:56 IST+0530,258703729,IGN_CYL,ON
4630,2021-12-21 07:10:58 IST+0530,258703729,CHARGE_STATE,68.2
4631,2021-12-21 06:50:38 IST+0530,266214265,IGN_CYL,OFF
4632,2021-12-21 06:50:43 IST+0530,266214265,CHARGE_STATE,15.2
4633,2021-12-21 06:51:57 IST+0530,266214265,IGN_CYL,ON
4634,2021-12-21 06:51:59 IST+0530,266214265,CHARGE_STATE,15.2
4635,2021-12-21 07:12:52 IST+0530,255506821,IGN_CYL,OFF
4636,2021-12-21 07:21:43 IST+0530,207925484,IGN_CYL,OFF
4637,2021-12-21 07:21:46 IST+0530,207925484,CHARGE_STATE,65.8
4638,2021-12-21 06:47:28 IST+0530,255506821,IGN_CYL,ON
4639,2021-12-21 06:47:31 IST+0530,255506821,CHARGE_STATE,49.8
4640,2021-12-21 06:42:30 IST+0530,255506821,IGN_CYL,OFF
4641,2021-12-21 06:42:35 IST+0530,255506821,CHARGE_STATE,50.1
4642,2021-12-21 06:53:01 IST+0530,266214265,IGN_CYL,OFF
4643,2021-12-21 06:53:07 IST+0530,266214265,CHARGE_STATE,15.2
4644,2021-12-21 06:46:56 IST+0530,266214265,IGN_CYL,ON
4645,2021-12-21 06:46:58 IST+0530,266214265,CHARGE_STATE,15.6
4646,2021-12-21 06:45:26 IST+0530,266214265,IGN_CYL,ON
4647,2021-12-21 06:45:28 IST+0530,266214265,CHARGE_STATE,15.6
4648,2021-12-21 06:45:45 IST+0530,266214265,IGN_CYL,OFF
4649,2021-12-21 08:21:28 IST+0530,270768911,IGN_CYL,ON
4650,2021-12-21 08:21:31 IST+0530,270768911,CHARGE_STATE,42.7
4651,2021-12-21 08:20:20 IST+0530,258703729,EV_CHARGE_STATE,Active
4652,2021-12-21 08:21:43 IST+0530,255506821,EV_CHARGE_STATE,Active
4653,2021-12-21 08:21:44 IST+0530,255506821,CHARGE_STATE,44.3
4654,2021-12-21 08:20:01 IST+0530,258703729,IGN_CYL,OFF
4655,2021-12-23 13:10:09 IST+0530,207925484,IGN_CYL,OFF
4656,2021-12-23 13:10:12 IST+0530,207925484,CHARGE_STATE,52.5
4657,2021-12-23 10:48:20 IST+0530,207925484,IGN_CYL,ON
4658,2021-12-23 10:48:23 IST+0530,207925484,CHARGE_STATE,65.4
4659,2021-12-23 10:30:31 IST+0530,207925484,IGN_CYL,OFF
4660,2021-12-23 10:30:37 IST+0530,207925484,CHARGE_STATE,65.4
4661,2021-12-23 11:00:00 IST+0530,207925484,EV_CHARGE_STATE,Active
4662,2021-12-23 11:00:02 IST+0530,207925484,CHARGE_STATE,64.3
4663,2021-12-23 09:58:55 IST+0530,258703729,IGN_CYL,OFF
4664,2021-12-23 05:34:41 IST+0530,266214265,IGN_CYL,OFF
4665,2021-12-23 05:34:48 IST+0530,266214265,CHARGE_STATE,0.0
4666,2021-12-23 05:38:21 IST+0530,266214265,IGN_CYL,OFF
4667,2021-12-23 08:49:11 IST+0530,266214265,IGN_CYL,OFF
4668,2021-12-23 08:49:19 IST+0530,266214265,CHARGE_STATE,10.5
4669,2021-12-23 05:34:41 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4670,2021-12-23 05:34:44 IST+0530,266214265,CHARGE_STATE,0.0
4671,2021-12-23 05:38:18 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4672,2021-12-23 05:38:46 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4673,2021-12-23 06:28:30 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4674,2021-12-23 06:56:56 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4675,2021-12-23 08:23:35 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4676,2021-12-23 08:23:39 IST+0530,266214265,CHARGE_STATE,10.5
4677,2021-12-23 08:49:14 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4678,2021-12-23 05:34:46 IST+0530,266214265,IGN_CYL,ON
4679,2021-12-23 05:35:23 IST+0530,266214265,IGN_CYL,ON
4680,2021-12-23 05:35:49 IST+0530,266214265,IGN_CYL,ON
4681,2021-12-23 08:23:37 IST+0530,266214265,IGN_CYL,ON
4682,2021-12-23 08:49:17 IST+0530,266214265,IGN_CYL,ON
4683,2021-12-23 05:34:41 IST+0530,266214265,IGN_CYL,OFF
4684,2021-12-23 05:34:48 IST+0530,266214265,CHARGE_STATE,0.0
4685,2021-12-23 05:38:21 IST+0530,266214265,IGN_CYL,OFF
4686,2021-12-23 08:44:20 IST+0530,266214265,IGN_CYL,OFF
4687,2021-12-23 08:44:27 IST+0530,266214265,CHARGE_STATE,10.5
4688,2021-12-23 05:34:41 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4689,2021-12-23 05:34:44 IST+0530,266214265,CHARGE_STATE,0.0
4690,2021-12-23 05:38:18 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4691,2021-12-23 05:38:46 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4692,2021-12-23 06:28:30 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4693,2021-12-23 06:56:56 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4694,2021-12-23 08:23:35 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4695,2021-12-23 08:23:39 IST+0530,266214265,CHARGE_STATE,10.5
4696,2021-12-23 08:44:23 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4697,2021-12-23 05:34:46 IST+0530,266214265,IGN_CYL,ON
4698,2021-12-23 05:35:23 IST+0530,266214265,IGN_CYL,ON
4699,2021-12-23 05:35:49 IST+0530,266214265,IGN_CYL,ON
4700,2021-12-23 08:23:37 IST+0530,266214265,IGN_CYL,ON
4701,2021-12-23 08:44:25 IST+0530,266214265,IGN_CYL,ON
4702,2021-12-23 06:43:13 IST+0530,207925484,IGN_CYL,ON
4703,2021-12-23 06:43:15 IST+0530,207925484,CHARGE_STATE,41.9
4704,2021-12-23 06:44:13 IST+0530,258703729,IGN_CYL,ON
4705,2021-12-23 07:26:44 IST+0530,258703729,IGN_CYL,OFF
4706,2021-12-23 07:04:59 IST+0530,255506821,IGN_CYL,OFF
4707,2021-12-23 07:05:05 IST+0530,255506821,CHARGE_STATE,69.8
4708,2021-12-23 07:00:15 IST+0530,207925484,EV_CHARGE_STATE,Active
4709,2021-12-23 07:00:17 IST+0530,207925484,CHARGE_STATE,39.6
4710,2021-12-23 07:20:51 IST+0530,256832791,IGN_CYL,OFF
4711,2021-12-23 07:20:57 IST+0530,256832791,CHARGE_STATE,56.4
4712,2021-12-23 06:38:57 IST+0530,258703729,EV_CHARGE_STATE,Aborted
4713,2021-12-23 06:38:58 IST+0530,258703729,CHARGE_STATE,80.3
4714,2021-12-23 01:34:00 IST+0530,258703729,EV_CHARGE_STATE,Active
4715,2021-12-23 06:34:01 IST+0530,207925484,IGN_CYL,OFF
4716,2021-12-23 06:34:06 IST+0530,207925484,CHARGE_STATE,42.3
4717,2021-12-23 05:47:31 IST+0530,207925484,IGN_CYL,ON
4718,2021-12-23 05:47:33 IST+0530,207925484,CHARGE_STATE,55.2
4719,2021-12-23 06:39:08 IST+0530,258703729,IGN_CYL,OFF
4720,2021-12-23 06:39:15 IST+0530,258703729,CHARGE_STATE,80.3
4721,2021-12-23 06:39:16 IST+0530,258703729,IGN_CYL,ON
4722,2021-12-23 06:40:04 IST+0530,258703729,IGN_CYL,OFF
4723,2021-12-23 08:10:26 IST+0530,207925484,IGN_CYL,ON
4724,2021-12-23 08:10:28 IST+0530,207925484,CHARGE_STATE,80.3
4725,2021-12-23 08:10:40 IST+0530,207925484,IGN_CYL,OFF
4726,2021-12-23 08:10:47 IST+0530,207925484,CHARGE_STATE,80.3
4727,2021-12-23 07:53:08 IST+0530,258703729,EV_CHARGE_STATE,Aborted
4728,2021-12-23 07:53:43 IST+0530,258703729,IGN_CYL,ON
4729,2021-12-23 08:00:13 IST+0530,207925484,IGN_CYL,OFF
4730,2021-12-23 08:00:16 IST+0530,207925484,CHARGE_STATE,80.3
4731,2021-12-23 07:29:22 IST+0530,258703729,EV_CHARGE_STATE,Active
4732,2021-12-23 08:18:11 IST+0530,207925484,IGN_CYL,ON
4733,2021-12-23 08:18:13 IST+0530,207925484,CHARGE_STATE,80.7
4734,2021-12-23 05:34:41 IST+0530,266214265,IGN_CYL,OFF
4735,2021-12-23 05:34:48 IST+0530,266214265,CHARGE_STATE,0.0
4736,2021-12-23 05:38:21 IST+0530,266214265,IGN_CYL,OFF
4737,2021-12-23 08:25:55 IST+0530,266214265,IGN_CYL,OFF
4738,2021-12-23 08:26:02 IST+0530,266214265,CHARGE_STATE,10.5
4739,2021-12-23 05:34:41 IST+0530,266214265,EV_CHARGE_STATE,Aborted
4740,2021-12-23 05:34:44 IST+0530,266214265,CHARGE_STATE,0.0
4741,2021-12-23 05:38:18 IST+0530,266214265,EV_CHARGE_STATE,Aborted
